**** Fuel:      1 GASNTEBSA   
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2020   1 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2020   2 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2020   3 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2020   4 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2020   5 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2021   1 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2021   2 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2021   3 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2021   4 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2021   5 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2022   1 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2022   2 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2022   3 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2022   4 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
2022   5 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83 1246.83
**** Fuel:     21 GAS-SIERRA  
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019   1      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0. 1541.67 1541.67 1541.67 1541.67
2019   2      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0. 1541.67 1541.67 1541.67 1541.67
2019   3      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0. 1541.67 1541.67 1541.67 1541.67
2019   4      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0. 1541.67 1541.67 1541.67 1541.67
2019   5      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0. 1541.67 1541.67 1541.67 1541.67
2020   1 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2020   2 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2020   3 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2020   4 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2020   5 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2021   1 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2021   2 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2021   3 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2021   4 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2021   5 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2022   1 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2022   2 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2022   3 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2022   4 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
2022   5 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67 1541.67
**** Fuel:     22 TERMODORADA 
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019   1    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.
2019   2    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.
2019   3    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.
2019   4    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.
2019   5    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.
2020   1    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.
2020   2    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.    437.
